7725764;800510
7270567;922850
7930684;922850
6343515;922850
7930713;922850
6891833;800548
6890719;800519
6895138;800519
6892073;800519
6892061;800519
6893293;800519
6892103;800519
6892047;800519
6892019;800519
6891987;800519
6892026;800519
6891976;800519
6891224;800519
6891973;800519
6893332;800519
6356613;930020
6891954;800457
6892266;800456
6343889;800456
6892249;800456
6343890;800456
6344623;800456
6343404;800456
6336937;800456
6891967;800456
6345685;800456
6343549;800456
6345686;800456
6344769;800456
6344768;800456
6344668;800456
6344667;800456
6343891;800456
6344740;800456
6345238;800456
6330594;800456
6892221;800456
6330623;800456
6331476;800456
6345230;800456
6345232;800456
6892885;800456
6345234;800456
6892906;800456
6345236;800456
6892271;800456
6336591;800456
6339076;800456
6892333;800456
6892338;800456
6336948;800456
6344772;800456
6344773;800456
6336940;800456
6336941;800456
6336942;800456
6892720;800456
6336945;800456
6336947;800456
6345233;800456
6336763;800456
6345241;800456
6345229;800456
6345242;800456
6892873;800456
6345235;800456
6884509;800450
7001334;800458
7001332;800458
6343501;800954
6359835;800954
7930713;800954
6346469;800954
7725610;800954
6895032;800936
6884168;800951
6884192;800951
6354931;800953
6356514;800953
6347000;816091
6895127;816091
6895123;816091
6890093;816091
6893183;816091
6893248;816091
6895125;816091
6894253;816091
6895145;816091
6893164;816091
7930684;800501
7930713;800501
6894831;800506
7649845;800506
7649893;800506
6891450;800506
6891570;800506
7649914;800506
7649901;800506
6447976;800506
6892702;800583
6894230;800583
6891776;800583
6920891;800583
6447641;800583
6892698;800583
6891946;800467
6891922;800467
6891880;800467
6891893;800467
6891859;800467
6891854;800467
6891864;800467
6891829;800468
7725610;800468
6891826;800468
6343501;800468
6346469;800468
7930713;800468
6334883;800835
6360133;800940
6355304;800940
6704825;800418
7930713;800595
6895020;800597
6895075;800597
6328153;816105
6337399;816105
6328094;816105
6328096;816105
6328116;816105
6328110;816105
6328138;816105
6338925;816105
6328150;816105
6328135;816105
6328132;816105
6338926;816105
6328156;816105
6338927;816105
6345270;816105
6345271;816105
6328084;816105
6328085;816105
6328089;816105
6346364;816105
6346363;816105
6346362;816105
6328120;816105
6328102;816105
6328101;816105
6328100;816105
6328129;816105
6328141;816105
6328147;816105
6328127;816105
6328144;816105
6345267;816105
6345266;816105
6345265;816105
6345264;816105
6345381;816105
6345269;816105
6345268;816105
6359664;800374
6357407;800374
6704786;800374
6357199;800374
6884509;800376
6356609;800376
6355293;800376
6355323;800376
6355304;800376
6356067;800376
6360138;800376
6355315;800376
6357467;800377
6360125;800377
6360127;800377
6360134;800377
6357708;800377
6360129;800377
6334883;800370
6894852;800370
6894857;800370
6525212;800370
7192685;800370
6525216;800370
6894690;800370
6355595;800370
6525218;800370
6447976;800370
6447996;800370
6525179;800370
6525178;800370
6356594;800370
6525172;800370
6525174;800370
6355132;800370
6894864;800370
6356613;800370
6338583;800370
6894702;800370
6894700;800370
6525180;800370
6894829;800370
6525205;800370
6894842;800370
6894809;800370
6894846;800370
6525189;800370
6894682;800370
6448013;800370
6525202;800370
6525208;800370
6525169;800370
6525223;800370
6525161;800370
6525226;800370
6891450;800370
6447997;800370
6891570;800370
6525222;800370
6356613;800371
7621863;800371
6704779;800373
6704820;800373
6344531;800373
6704804;800373
6895032;800373
6704821;800373
6359662;800373
6704802;800373
6356615;800373
6359744;800373
6704781;800373
6357407;800373
6704811;800373
6704785;800373
6357379;800373
6704799;800373
6704789;800373
6357031;800373
6356514;800373
6704786;800373
6338924;816107
7930713;800379
6343203;800379
6891363;800379
6346088;800379
6360166;800379
6895285;800379
6337278;800379
7930684;800379
6360179;800379
6895278;800379
6360173;800379
6327897;800379
7001384;800379
6360168;800379
6345515;800379
6895315;800379
6895295;800379
6895313;800379
7927126;800379
6345513;800379
7927119;800379
6344952;816108
6446816;816108
6344951;816108
6337104;816108
6344661;816108
6346547;816108
6336930;816108
6344068;816108
6346118;816108
6336934;816108
6337105;816108
6346577;816108
6346242;816108
6331482;816108
6337102;816108
6346549;816108
6346548;816108
6345627;816108
6345626;816108
6345625;816108
6895228;816108
6345609;816108
6345608;816108
6895226;816108
6337101;816108
6344738;816108
6344654;816108
6327847;816108
6344148;816108
6338802;816108
6346065;816108
6447561;816108
6337076;816108
6346453;816108
6346550;816108
6337036;816108
6346576;816108
6337133;816108
6344659;816108
6346121;816108
6343222;816108
6343226;816108
6337077;816108
6335980;816108
6336415;816108
6344806;816108
6338807;816108
6345126;816108
6343971;816108
6346586;816108
6346585;816108
6346584;816108
6345388;816108
6337106;816108
7192751;800574
6525212;800574
7649893;800574
7649914;800574
7649901;800574
6525196;800574
6355042;800410
6356609;800410
6357467;800410
6894174;800475
6345064;800475
6345060;800475
6919734;800475
7927126;800475
7930684;800475
6447627;800475
6345194;800475
6894150;800475
6447630;800475
6344788;800475
6345515;800475
6345063;800475
6336704;800475
7930713;800475
6343794;800474
6343339;800474
6343793;800474
6343792;800474
6345515;800474
6345199;800474
6338894;800474
6345190;800474
6345193;800474
6345192;800474
6345195;800474
7927998;800474
6893443;800474
6919596;800474
6331167;800474
6893425;800474
6893422;800474
6345187;800474
6345184;800474
6345185;800474
6339224;800474
6339225;800474
6339226;800474
6345189;800474
6919602;800474
6345064;800474
6895113;800474
6345060;800474
6345063;800474
6331119;800474
6891028;800474
6343445;800474
6343444;800474
6343272;800474
6343273;800474
6343271;800474
6343274;800474
6339215;800474
6339217;800474
6331144;800474
6327801;800474
6343371;800474
6337143;800474
6337142;800474
6336856;800474
6339077;800474
6336855;800474
6336853;800474
7930684;800474
6339078;800474
6919786;800474
6919784;800474
6919789;800474
6336704;800474
6343763;800474
6328023;800474
6345087;800474
6328028;800474
6344385;800474
6344834;800474
6336611;800474
6336822;800474
6336821;800474
6336820;800474
6343551;800474
6343550;800474
6336779;800474
6336778;800474
6344387;800474
7927126;800474
6343692;800474
6343693;800474
6893489;800474
6344788;800474
6919879;800474
6343762;800474
6337145;800474
6919875;800474
6893480;800474
6893483;800474
6344787;800474
6893544;800474
6345694;800474
6345692;800474
6345693;800474
6892367;800474
6343435;800474
6343346;800474
6328009;800474
6336765;800474
6336766;800474
6345027;800474
6336614;800474
6345696;800474
6890271;800474
6339084;800474
6339085;800474
6339080;800474
6339081;800474
6339082;800474
6339083;800474
6919885;800474
6891980;800474
6336613;800474
6343405;800474
6336616;800474
6343406;800474
6336618;800474
6919888;800474
6343337;800474
6919730;800474
6343334;800474
6919734;800474
6336223;800474
6894150;800474
6338972;800474
6336819;800474
6892275;800474
6343725;800474
6346145;800474
6343898;800474
6890268;800474
6343554;800474
6343553;800474
6343552;800474
6327799;800474
6327798;800474
6336620;800474
6345200;800474
6343343;800474
6345208;800474
6336221;800474
6345049;800474
6336222;800474
7927982;800474
6345047;800474
6345046;800474
6345045;800474
7930713;800474
6895320;800579
6343794;800579
6343793;800579
6343792;800579
6345199;800579
6338894;800579
6345190;800579
6345193;800579
6345192;800579
6345195;800579
6893443;800579
6919596;800579
6331167;800579
6893425;800579
6893422;800579
6345187;800579
6345184;800579
6345185;800579
6339224;800579
6339225;800579
6339226;800579
6345189;800579
6919602;800579
6891026;800579
6331119;800579
6343445;800579
6343444;800579
6343272;800579
6343273;800579
6343271;800579
6343274;800579
6339215;800579
6339217;800579
6331144;800579
6327801;800579
6337145;800579
6337143;800579
6337142;800579
6336856;800579
6339077;800579
6336855;800579
6336853;800579
6339078;800579
6919786;800579
6919784;800579
6919789;800579
6343762;800579
6343763;800579
6328023;800579
6345087;800579
6328028;800579
6344385;800579
6344834;800579
6336611;800579
6336822;800579
6336821;800579
6336820;800579
6343551;800579
6327798;800579
6336779;800579
6336778;800579
6344387;800579
6343692;800579
6343693;800579
6893489;800579
6919879;800579
6919875;800579
6893480;800579
6893483;800579
6344787;800579
6345696;800579
6345694;800579
6345692;800579
6345693;800579
6343435;800579
6343346;800579
6328009;800579
6336765;800579
6336766;800579
6345027;800579
6336614;800579
6893544;800579
6890271;800579
6339084;800579
6339085;800579
6339080;800579
6339081;800579
6339082;800579
6339083;800579
6919885;800579
6336613;800579
6343405;800579
6336616;800579
6343406;800579
6336618;800579
6919888;800579
6343337;800579
6919730;800579
6343334;800579
6336223;800579
6343339;800579
6338972;800579
6336819;800579
6892275;800579
6343725;800579
6346145;800579
6343898;800579
6890268;800579
6343554;800579
6343553;800579
6343552;800579
6327799;800579
6343550;800579
6336620;800579
6345200;800579
6343343;800579
6345208;800579
6345046;800579
6336221;800579
6345049;800579
6336222;800579
6345047;800579
6343371;800579
6345045;800579
6355176;816092
6355947;816092
6360156;816092
6355175;816092
6354879;816092
6355952;816092
6354884;816092
6354877;816092
6359604;816092
6355959;816092
6356492;816092
6356046;816092
6356496;816092
6355951;816092
6355947;816093
6354884;816093
6360156;816093
6354879;816093
6356492;816093
6354877;816093
6354883;816093
6356046;816093
6893003;816090
6327891;816090
6343845;816090
6920464;816090
6920460;816090
6345376;816090
6920427;816090
6919264;816090
6920449;816090
6919266;816090
6920358;816090
6920446;816090
6920376;816090
6345310;816090
6346772;816090
6920744;816090
6920742;816090
6337422;816090
6919753;816090
6920234;816090
6920233;816090
6920748;816090
6338608;816090
6338602;816090
6338601;816090
6920740;816090
6338605;816090
6338593;816090
6338606;816090
6337389;816090
6920412;816090
6920440;816090
6920438;816090
6919481;816090
6336874;816090
6920434;816090
6920436;816090
6920430;816090
6337387;816090
6346998;816090
6920356;816090
6919275;816090
6337388;816090
6346996;816090
6919274;816090
6920453;816090
6920452;816090
6919747;816090
6919745;816090
6919312;816090
6346765;816090
6920753;816090
6919314;816090
6338594;816090
6920227;816090
6920222;816090
